0.6001,0.2001,0.0001,0.0001,0.6001,0.6001,0.6001,0.6001,0.2001,1.0001,0.6001,0.6001,0.6001,0.0001,0.6001,0.6001,0.6001,0.0001,0.2001,0.6001,0.6001,0.6001,0.6001,0.6001,0.6001,0.6001,0.6001,1.0001,0.6001,0.6001,0.6001,0.2001,0.2001,0.6001,0.2001,0.2001,0.6001,0.6001,1.0001,0.6001,0.6001,0.2001,0.6001,0.6001,0.2001,0.0001,1.0001,0.6001,0.2001,0.2001,0.0001,0.6001,0.6001,0.0001,0.6001,0.2001,0.6001,0.6001,0.6001,0.2001,0.0001,0.6001,0.6001,0.6001,0.2001,0.6001,0.2001,0.2001,0.2001,0.6001,0.6001,1.0001,0.6001,0.6001,0.6001,0.6001,0.6001,0.2001,0.0001,1.0001,0.6001,0.2001,0.6001,0.2001,0.6001,0.2001,0.6001,0.6001,1.0001,0.2001,0.6001,0.6001,0.2001,0.6001,0.6001,0.6001,0.2001,0.6001,0.6001,0.6001,0.6001,0.6001,0.6001,1.0001,1.0001,0.0001,0.6001,0.0001,1.0001,1.0001,1.0001,0.6001,1.0001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001
0.0001,0.2001,0.2001,1.0001,0.6001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,1.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.2001,0.2001,1.0001,0.0001,0.0001,0.0001,0.2001,0.6001,0.2001,0.0001,0.0001,0.2001,1.0001,1.0001,0.6001,1.0001,0.2001,0.2001,0.6001,0.2001,1.0001,0.6001,0.6001,1.0001,1.0001,1.0001,0.2001,0.0001,0.2001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,1.0001,0.6001,1.0001,1.0001,0.6001,1.0001,1.0001,0.0001,0.6001,1.0001,1.0001,1.0001,1.0001,0.0001,0.0001,0.0001,1.0001,1.0001,1.0001,0.0001,1.0001,0.6001,1.0001,0.6001,0.0001,1.0001,0.0001,0.2001,0.2001,1.0001,1.0001,0.0001,0.0001,0.0001,0.6001,1.0001,0.0001,0.0001,1.0001,0.0001,1.0001,0.6001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,0.0001
1.0001,1.0001,0.0001,0.0001,1.0001,0.2001,1.0001,1.0001,1.0001,1.0001,0.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,0.0001,0.0001,0.0001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,1.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,1.0001,1.0001,1.0001,1.0001,0.0001,0.0001,1.0001,0.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,0.0001,0.0001,1.0001,0.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,0.0001,1.0001,1.0001,0.0001,0.0001,1.0001,1.0001,1.0001,0.0001,0.0001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001
0.2001,0.0001,0.6001,0.2001,0.6001,0.2001,0.6001,0.6001,0.6001,1.0001,0.0001,0.0001,0.2001,0.6001,0.0001,0.6001,0.2001,0.6001,0.2001,0.6001,0.6001,0.2001,1.0001,0.6001,0.2001,0.6001,0.2001,0.6001,0.6001,0.6001,0.2001,0.6001,0.2001,0.6001,1.0001,0.0001,1.0001,0.2001,1.0001,0.6001,0.6001,0.6001,0.0001,0.6001,0.2001,0.6001,1.0001,0.6001,0.2001,0.6001,0.6001,1.0001,0.6001,0.0001,0.2001,1.0001,0.6001,1.0001,0.6001,0.0001,0.6001,0.6001,0.6001,0.6001,0.2001,0.6001,0.2001,1.0001,0.6001,0.6001,0.2001,0.2001,0.2001,0.2001,0.6001,1.0001,0.2001,0.2001,0.6001,1.0001,0.6001,0.2001,0.0001,0.6001,0.0001,0.0001,0.0001,1.0001,0.2001,1.0001,0.6001,0.0001,0.2001,1.0001,0.6001,0.0001,0.6001,0.6001,0.2001,0.6001,0.6001,0.6001,0.0001,1.0001,0.6001,1.0001,1.0001,0.6001,1.0001,1.0001,1.0001,1.0001,0.6001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001
1.0001,0.6001,0.0001,0.6001,0.0001,0.6001,0.0001,0.2001,0.2001,0.2001,0.6001,0.0001,1.0001,0.0001,1.0001,0.0001,0.2001,0.2001,0.2001,1.0001,0.0001,0.6001,0.2001,0.2001,1.0001,1.0001,1.0001,0.0001,0.6001,0.0001,1.0001,0.0001,0.2001,0.6001,0.2001,0.2001,0.0001,1.0001,0.6001,0.6001,1.0001,0.2001,1.0001,1.0001,0.2001,0.0001,0.0001,0.2001,0.2001,1.0001,1.0001,0.2001,0.2001,0.2001,0.0001,0.2001,1.0001,0.0001,1.0001,0.6001,0.6001,0.6001,0.0001,1.0001,0.0001,1.0001,0.2001,1.0001,0.0001,0.0001,1.0001,0.6001,0.0001,1.0001,1.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.6001,0.0001,0.0001,0.6001,1.0001,0.0001,0.6001,0.0001,0.6001,0.0001,0.2001,0.0001,0.0001,0.2001,0.0001,0.0001,0.0001,0.0001,0.6001,1.0001,1.0001,0.0001,0.0001,1.0001,1.0001,1.0001,0.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001
0.0001,0.6001,1.0001,1.0001,0.0001,0.0001,0.6001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.2001,0.6001,1.0001,0.0001,0.6001,0.2001,0.0001,1.0001,1.0001,1.0001,0.2001,0.6001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,1.0001,0.2001,0.0001,0.0001,1.0001,1.0001,1.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,1.0001,0.0001,1.0001,1.0001,0.6001,0.0001,0.0001,0.0001,0.2001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,1.0001,0.0001,1.0001,1.0001,0.0001,0.0001,1.0001,0.2001,0.0001,1.0001,1.0001,1.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001
0.0001,0.2001,0.6001,0.6001,0.6001,0.2001,0.6001,0.2001,0.6001,0.2001,0.6001,0.6001,0.2001,0.0001,0.6001,0.6001,0.2001,0.2001,0.2001,0.2001,1.0001,0.6001,0.6001,0.2001,0.0001,0.6001,0.0001,0.6001,1.0001,0.2001,0.6001,0.2001,0.2001,0.6001,0.2001,0.6001,0.2001,0.2001,0.6001,0.6001,0.0001,0.2001,1.0001,0.6001,0.2001,0.6001,0.6001,0.6001,0.0001,0.6001,0.2001,0.2001,0.2001,0.2001,1.0001,0.2001,0.2001,0.6001,0.2001,0.2001,0.2001,0.2001,0.2001,1.0001,0.0001,0.6001,0.6001,0.6001,0.6001,0.0001,0.6001,0.2001,0.0001,0.6001,0.6001,0.6001,0.6001,0.6001,0.2001,0.2001,0.2001,0.2001,0.6001,0.2001,0.6001,0.2001,0.2001,0.2001,0.6001,0.6001,0.2001,0.2001,0.6001,0.6001,0.6001,0.0001,1.0001,0.2001,0.0001,0.2001,0.6001,0.2001,0.6001,0.2001,0.6001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,0.6001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001
0.2001,1.0001,1.0001,1.0001,0.6001,0.6001,0.0001,1.0001,1.0001,0.6001,0.0001,0.0001,1.0001,0.0001,1.0001,0.6001,0.0001,0.0001,1.0001,1.0001,0.6001,0.0001,1.0001,0.0001,0.0001,1.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.2001,1.0001,0.6001,0.6001,1.0001,1.0001,1.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.2001,0.0001,0.6001,1.0001,0.0001,0.0001,0.0001,0.2001,1.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.6001,1.0001,0.0001,0.0001,1.0001,0.2001,0.6001,1.0001,0.0001,1.0001,1.0001,1.0001,0.0001,0.0001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,0.6001,1.0001,0.0001,1.0001,0.0001,1.0001,0.6001,0.0001,1.0001,0.2001,0.0001,0.2001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001
0.2001,0.6001,1.0001,0.2001,0.2001,0.6001,0.2001,0.0001,0.6001,0.6001,0.0001,0.2001,1.0001,1.0001,0.2001,0.2001,0.2001,1.0001,0.0001,0.6001,0.2001,1.0001,1.0001,0.2001,1.0001,0.0001,0.2001,1.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.6001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,1.0001,0.6001,0.0001,0.2001,0.2001,0.0001,0.6001,1.0001,1.0001,1.0001,0.2001,0.0001,1.0001,1.0001,0.2001,0.0001,0.6001,1.0001,0.6001,1.0001,1.0001,1.0001,0.6001,1.0001,0.6001,0.0001,0.6001,0.6001,0.2001,0.2001,1.0001,0.0001,0.0001,1.0001,0.2001,0.6001,1.0001,0.0001,1.0001,0.0001,1.0001,1.0001,0.2001,0.0001,0.6001,1.0001,1.0001,1.0001,0.6001,1.0001,1.0001,1.0001,1.0001,0.0001,1.0001,1.0001,0.2001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,0.6001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001
0.6001,0.2001,0.2001,0.2001,1.0001,1.0001,1.0001,1.0001,0.0001,0.6001,0.2001,0.2001,0.6001,0.6001,0.0001,0.0001,0.2001,1.0001,0.6001,0.6001,0.6001,0.6001,0.2001,1.0001,1.0001,0.2001,0.0001,0.0001,1.0001,0.0001,0.2001,0.0001,0.0001,1.0001,0.6001,0.2001,1.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.2001,1.0001,0.2001,0.0001,0.2001,1.0001,0.0001,1.0001,0.0001,0.2001,0.0001,0.6001,1.0001,0.0001,1.0001,1.0001,1.0001,1.0001,0.6001,0.0001,1.0001,0.2001,0.0001,0.6001,0.0001,0.2001,0.2001,0.2001,1.0001,0.6001,1.0001,0.0001,0.0001,1.0001,0.0001,0.6001,1.0001,1.0001,0.6001,0.2001,0.2001,0.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,0.0001,0.6001,0.6001,0.0001,1.0001,0.0001,0.0001,1.0001,0.2001,0.0001,0.6001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001
